,ParentOrderID,Symbol,LegSymbols,TradeCurrency,NumChildEvents,NumParentEvents,Trader,Account,SubAccount,AlgoName,AlgoUrgency,LP,AvgChildOrderQuantityUSD,TradeQuantityUSD,SpreadPaidPMChildOrders,ArrivalTime,ArrivalPrice,LimitPrice,SubmissionTime,SubmissionPrice,FirstFillTime,FirstFillPrice,LastTime,LastPrice,OrderQuantityUSD,OrderQuantity,Side,CurrencyPositions,AllInPrice,AllInNetPrice,ExecutionScore,ReversalScore,PrincipalMid,RiskTransferPrice,TradeQuantity,SlippageToArrivalMidTradePM,SlippageToArrivalMidTradeNetPM,SlippageToArrivalMidRemainPM,RemainQuantity,Duration,SlippageToArrivalMidPM,SlippageToArrivalMidNetPM,Date,TWAPPrice,SlippageToTWAPMidPM,SlippageToTWAPMidNetPM,TradeIntensity,OrderIntensity,RiskTransferCostReportedPM,G10EM,TimeZoneArrive,TimeZoneEnd,TradeSizeBucketUSDM,HourArrive,HourEnd,RiskTransferCostStaticPM,DailyVolatilityPct,RiskTransferCostVolBumpPM,RiskTransferCostModelPM,ArrivalVolatilityPct,RiskTransferCostTradefeedrPM,AssumedRisk,SlippageToArrivalMidRemainNetPM,ArrivalMidPerfBPS,ArrivalMidPerfTradeBPS,ArrivalMidPerfRemainBPS,ArrivalMidPerfNetBPS,ArrivalMidPerfTradeNetBPS,ArrivalMidPerfRemainNetBPS,TWAPMidPerfBPS,TWAPMidPerfNetBPS,SubmissionMidPerfTradeBPS,SubmissionMidPerfTradeNetBPS,FirstFillMidPerfTradeBPS,FirstFillMidPerfTradeNetBPS,SubmissionMidPerfRemainBPS,SubmissionMidPerfRemainNetBPS,FirstFillMidPerfRemainBPS,FirstFillMidPerfRemainNetBPS,SubmissionMidPerfBPS,SubmissionMidPerfNetBPS,FirstFillMidPerfBPS,FirstFillMidPerfNetBPS,TWAPPriceSubmission,TWAPPriceArrival,TWAPPriceFirstFill,TWAPPriceHalfSpeed,TWAPSubmissionMidPerfBPS,TWAPArrivalMidPerfBPS,TWAPFirstFillMidPerfBPS,TWAPHalfSpeedMidPerfBPS,ReversalBPSNeg10s,ReversalBPSNeg5s,ReversalBPSNeg1s,ReversalBPS0,ReversalBPS1s,ReversalBPS5s,ReversalBPS10s,ReversalBPS30s,ReversalBPS1m,ReversalBPS5m,ReversalBPS10m,SlippageToArrivalMidTradeUserPM,SlippageToArrivalMidTradeBankPM,ArrivalMidPerfTradeUserBPS,ArrivalMidPerfTradeBankBPS,UploadID,UploadedBy,ModifiedBy
0,20180903-A00,NZDUSD,['NZDUSD'],NZD,12,2,Algo,Algo,DefaultSubAccount,AggressivePOL,,LP3,2508280.341785714,35119258.24,30.382938980767598,1535971855000,0.6611899999999999,,1535971855000,0.6611899999999999,1535971857000,0.6611899999999999,1535972046000,0.6612800000000001,66128000.00000001,100000000.0,S,"OrderedDict([('NZD', -53108000.0), ('USD', 35114857.86)])",0.661197143151567,0.661197143151567,19.408445997260827,0.0,,,53108000.0,-10.80347792166237,-10.80347792166237,-136.1182111044413,46892000.0,191.0,-69.56606260573106,-69.56606260573106,2018-09-03,0.661226697162726,44.69573186596881,44.69573186596881,11.032227719371729,20.77319371727749,,G10,London,London,0-50,10,10,500.0,8.182172215315918,,,7.323317826509884,853.1955990330933,2.423417044803713,-136.1182111044413,0.6956606260573106,0.1080347792166237,1.361182111044413,0.6956606260573106,0.1080347792166237,1.361182111044413,-0.43180072028858874,-0.44695731865968813,0.1080347792166237,0.1080347792166237,0.1080347792166237,0.1080347792166237,1.361182111044413,1.361182111044413,1.361182111044413,1.361182111044413,0.6956606260573106,0.6956606260573106,0.6956606260573106,0.6956606260573106,0.6612256949247012,0.6612256949247012,0.6612260854663917,0.6612628618710632,-0.43180072028858874,-0.43180072028858874,-0.4377067913818866,-0.9938365404382754,0.15122187272842424,0.0,0.0,0.0,0.0,0.0,0.0,0.4536656181941545,0.3024437454612894,1.360996854584684,0.0,0.0,-10.803477921581758,-0.0,0.10803477921581758,600854638316770000,TRADEFEEDR,TRADEFEEDR
1,20180903-A01,AUDUSD,['AUDUSD'],AUD,11,2,Algo,Algo,DefaultSubAccount,Sweep,,LP1,4504675.471538461,58562421.12,63.26691564736547,1535973310000,0.72104,,1535973310000,0.72104,1535973310000,0.72104,1535973321000,0.72107,144214000.0,200000000.0,S,"OrderedDict([('AUD', -81216000.0), ('USD', 58557076.17000001)])",0.7210041886754561,0.7210041886754561,0.0,0.0,,,81216000.0,49.66621067331697,49.66621067331697,-41.606568290212046,118784000.0,11.0,-4.542518208702184,-4.542518208702184,2018-09-03,0.72106,77.4017759186593,77.4017759186593,319.4313879272727,786.6218181818182,,G10,London,London,50-100,11,11,500.0,9.512905145596797,,,9.400337333513951,884.3743647812888,0.6761645025205419,-41.606568290212046,0.045425182087021836,-0.4966621067331697,0.4160656829021205,0.045425182087021836,-0.4966621067331697,0.4160656829021205,-0.519449053298926,-0.774017759186593,-0.4966621067331697,-0.4966621067331697,-0.4966621067331697,-0.4966621067331697,0.4160656829021204,0.4160656829021204,0.4160656829021204,0.4160656829021204,0.04542518208702184,0.04542518208702184,0.04542518208702184,0.04542518208702184,0.7210416431153467,0.7210416431153467,0.7210416431153467,0.7210658194881006,-0.519449053298926,-0.519449053298926,-0.519449053298926,-0.8547182653617647,-0.4160483725568209,0.0,0.0,0.0,0.0,0.0,0.34670697713234944,0.2773655817045473,0.0,-1.2481451176726832,-2.218924653640819,0.0,49.66621067347723,-0.0,-0.49666210673477235,600854638316770000,TRADEFEEDR,TRADEFEEDR
2,20180903-A02,USDCAD,['USDCAD'],USD,14,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP3,7058687.5,112938999.99999999,15.122332087076089,1535982755000,1.3069199999999999,,1535982755000,1.3069199999999999,1535982755000,1.3069199999999999,1535983973000,1.307185,200000000.0,200000000.0,B,"OrderedDict([('USD', 112939000.0), ('CAD', -147618578.37000003)])",1.3070646842100604,1.3070646842100604,36.88789848634261,99.37683222093332,,,112939000.0,110.70624832471046,110.70624832471046,202.76681051646756,87061000.0,1218.0,150.7806713495933,150.7806713495933,2018-09-03,1.306999951784044,49.52748921527187,49.52748921527187,5.563497536945812,9.852216748768473,,G10,London,London,100-200,13,14,500.0,7.404041694309958,,,12.623334461546056,778.7239323305104,5.537775661493682,202.76681051646756,-1.507806713495933,-1.1070624832471045,-2.0276681051646754,-1.507806713495933,-1.1070624832471045,-2.0276681051646754,-0.49692470273310363,-0.4952748921527187,-1.1070624832471045,-1.1070624832471045,-1.1070624832471045,-1.1070624832471045,-2.0276681051646754,-2.0276681051646754,-2.0276681051646754,-2.0276681051646754,-1.5078067134959328,-1.5078067134959328,-1.5078067134959328,-1.5078067134959328,1.3069997361645238,1.3069997361645238,1.3069997361645238,1.3073336601264707,-0.49692470273310363,-0.49692470273310363,-0.49692470273310363,2.0574389279037764,-0.2295007975150476,-0.0,-0.0,-0.0,-0.0,-0.3060010633548771,-0.0765002658398295,0.2295007975150476,-0.3442511962736816,-4.437015418627954,-4.39876528570915,0.0,110.70624832472905,-0.0,-1.1070624832472904,600854638316770000,TRADEFEEDR,TRADEFEEDR
3,20180903-A03,EURUSD,['EURUSD'],EUR,6,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP3,14215646.88125,113702927.57,24.529309352708204,1535983792000,1.16106,,1535983792000,1.16106,1535983894000,1.161305,1535984466000,1.1611699999999998,232233999.99999997,200000000.0,S,"OrderedDict([('EUR', -97921000.0), ('USD', 113722385.45000002)])",1.1613687187398012,1.1613687187398012,74.66032202108508,87.54072919218174,,,97921000.0,-265.8938726691178,-265.8938726691178,-94.74101252289499,102079000.0,674.0,-178.53830861478642,-178.53830861478642,2018-09-03,1.1612529587149794,-99.68545092012461,-99.68545092012461,10.121922335608307,20.673649851632046,,G10,London,London,100-200,14,14,500.0,8.26003775447682,,,13.670042746034303,451.85893890985136,4.595733525157182,-94.74101252289499,1.7853830861478641,2.658938726691178,0.94741012522895,1.7853830861478641,2.658938726691178,0.94741012522895,1.0024646738537868,0.9968545092012461,2.658938726691178,2.658938726691178,0.5486822135541927,0.5486822135541927,0.9474101252289499,0.9474101252289499,-1.1624853074792434,-1.1624853074792434,1.7853830861478641,1.7853830861478641,-0.32468913334366795,-0.32468913334366795,1.1612523072982515,1.1612523072982515,1.1612660398636037,1.1612011399147912,1.0024646738537868,1.0024646738537868,0.8841977003792856,1.4431507104983865,0.12918005115825082,0.04306001705423057,0.0,0.0,-0.04306001704978968,-0.3444801364127503,-0.21530008525783018,0.12918005115825082,0.25836010231206075,-2.239120886691204,-0.3444801364127503,0.0,-265.89387266915173,-0.0,2.658938726691517,600854638316770000,TRADEFEEDR,TRADEFEEDR
4,m20180903-A00,AUDCHF,"['AUDUSD', 'USDCHF']",AUD,32,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP1,983001.8876470589,16715979.825,7.415535025948844,1535987274000,0.698907775625,,1535987274000,0.698907775625,1535987300000,0.6989775441,1535988058000,0.6991342203,36080250.0,50000000.0,S,"OrderedDict([('AUD', -23165000.0), ('USD', 635.9299999994691), ('CHF', 16192358.431376997)])",0.699001011499115,0.699001011499115,,,,,23165000.0,-133.40225615840518,-133.40225615840518,-323.9979334864389,26835000.0,784.0,-235.69495618036086,-235.69495618036086,2018-09-03,0.6990336851267667,46.74113472195012,46.74113472195012,1.2792841702806121,2.7612436224489794,,G10,London,London,0-50,15,15,,7.950650275429526,,,10.85942667533157,417.1097881418853,4.770935446183685,-323.9979334864389,2.3569495618036087,1.3340225615840517,3.239979334864389,2.3569495618036087,1.3340225615840517,3.239979334864389,-0.9760123882507354,-0.46741134721950117,1.334022561584052,1.334022561584052,,,3.239979334864389,3.239979334864389,0.0,0.0,2.3569495618036087,2.3569495618036087,,,0.6990692415231121,0.6990692415231121,0.6990728177370847,0.699080098676715,-0.9760123882507354,-0.9760123882507354,-1.0271639255288179,-1.131303519434912,0.3951701861781842,0.1548211299873259,0.1548211299873259,0.0,0.08553007171396843,0.05160704332984878,0.05160704332984878,0.20642817331717467,0.5499902434102921,0.27855273614818543,-1.8945228420275129,0.0,-133.40225615856346,-0.0,1.3340225615856347,678874495478170000,TRADEFEEDR,TRADEFEEDR
5,20180903-A04,AUDUSD,['AUDUSD'],AUD,24,2,Algo,Algo,DefaultSubAccount,Sweep,,LP1,1393687.1384615386,36235865.6,59.7692359252291,1535988104000,0.7216,,1535988104000,0.7216,1535988105000,0.7216,1535988110000,0.7216,72160000.0,100000000.0,B,"OrderedDict([('AUD', 50216000.0), ('USD', -36238031.38999999)])",0.7216431294806438,0.7216431294806438,100.0,100.0,,,50216000.0,59.76923592541247,59.76923592541247,0.0,49784000.0,6.0,30.013719512305126,30.013719512305126,2018-09-03,0.7216,59.76923592541247,59.76923592541247,362.358656,721.5999999999999,,G10,London,London,0-50,15,15,500.0,9.512905145596797,,,11.764150374040774,598.5426770198104,0.4993805805753138,0.0,-0.30013719512305126,-0.5976923592541247,-0.0,-0.30013719512305126,-0.5976923592541247,-0.0,-0.5976923592543315,-0.5976923592541247,-0.5976923592541247,-0.5976923592541247,-0.5976923592541247,-0.5976923592541247,0.0,0.0,0.0,0.0,-0.30013719512305126,-0.30013719512305126,-0.30013719512305126,-0.30013719512305126,0.7216,0.7216,0.7216,0.7216002172590597,-0.5976923592543315,-0.5976923592543315,-0.5976923592543315,-0.5946813839274867,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06929046563186603,-0.06929046563186603,-0.06929046563186603,0.13858093126484228,2.5637472283812635,0.0,59.7692359252291,-0.0,-0.597692359252291,600854638316770000,TRADEFEEDR,TRADEFEEDR
6,20180903-A05,EURUSD,['EURUSD'],EUR,14,2,Algo,Algo,DefaultSubAccount,AggressivePOL,,LP2,3337083.6921875,53391297.68,28.054342095047968,1535991034000,1.161775,,1535991034000,1.161775,1535991039000,1.1617799999999998,1535991249000,1.16164,116164000.0,100000000.0,B,"OrderedDict([('EUR', 45962000.0), ('USD', -53394836.99)])",1.1617170082775883,1.1617170082775883,34.16506665646379,3.9335264680488717,,,45962000.0,-49.91648332226207,-49.91648332226207,-116.20150201200425,54038000.0,215.0,-85.73558172182494,-85.73558172182494,2018-09-03,1.161681136347826,30.87932534994367,30.87932534994367,14.899897026976742,32.41786046511628,,G10,London,London,50-100,16,16,500.0,8.26003775447682,,,10.433281737572779,276.3356056753606,2.5956379827766503,-116.20150201200425,0.8573558172182495,0.4991648332226207,1.1620150201200425,0.8573558172182495,0.4991648332226207,1.1620150201200425,-0.2927246327644184,-0.3087932534994367,0.4991648332226207,0.4991648332226207,0.5422000930600607,0.5422000930600607,1.1620150201200425,1.1620150201200425,1.2050474272220815,1.2050474272220815,0.8573558172182495,0.8573558172182495,0.9003895354945335,0.9003895354945335,1.1616830029545455,1.1616830029545455,1.1616803568421052,1.161677916610367,-0.2927246327644184,-0.2927246327644184,-0.3155036173874137,-0.3365103757446697,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04304259495269136,-0.3012981646643986,0.9899796838941377,-0.17217037980632455,0.0,-49.91648332221482,-0.0,0.4991648332221482,600854638316770000,TRADEFEEDR,TRADEFEEDR
7,20180903-A06,USDJPY,['USDJPY'],USD,23,2,Algo,Algo,DefaultSubAccount,AggressivePOL,,LP3,4830760.0,120769000.0,29.3699598363004,1536002866000,111.11449999999999,,1536002866000,111.11449999999999,1536002867000,111.11449999999999,1536003214000,111.11449999999999,200000000.0,200000000.0,S,"OrderedDict([('USD', -120769000.0), ('JPY', 13418681688.160002)])",111.11031546307412,111.11031546307412,0.0,0.0,,,120769000.0,37.65968371253629,37.65968371253629,-0.0,79231000.0,348.0,22.740611711396475,22.740611711396475,2018-09-03,111.11308095676175,24.88900194126812,24.88900194126812,20.822241379310345,34.48275862068966,,G10,NewYork,NewYork,100-200,19,19,500.0,4.544233384850134,,,4.074724780873622,454.1522188343361,1.8167413802891668,-0.0,-0.22740611711396475,-0.37659683712536296,0.0,-0.22740611711396475,-0.37659683712536296,0.0,-0.26391073936982146,-0.2488900194126812,-0.37659683712536296,-0.37659683712536296,-0.37659683712536296,-0.37659683712536296,-0.0,-0.0,-0.0,-0.0,-0.22740611711396477,-0.22740611711396477,-0.22740611711396477,-0.22740611711396477,111.11324786101379,111.11324786101379,111.11324378202643,111.11464021696595,-0.26391073936982146,-0.26391073936982146,-0.26354364724090473,-0.3892154880213994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08999725508274103,-0.08999725508274103,0.5399835305031075,-0.8099752957524409,0.0,37.659683712308734,-0.0,-0.37659683712308734,600854638316770000,TRADEFEEDR,TRADEFEEDR
8,m20180903-A01,AUDCAD,"['AUDUSD', 'USDCAD']",AUD,18,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP3,1652220.21525,16520391.96,8.094137589623442,1536003707000,0.9446449864999998,,1536003707000,0.9446449864999998,1536003719000,0.9446449864999998,1536004432000,0.9444387023999999,36066000.0,50000000.0,B,"OrderedDict([('AUD', 22903000.0), ('USD', 2190.0099999986123), ('CAD', -21634803.943106)])",0.9446275135618041,0.9446275135618041,,,,,22903000.0,-18.496830497667265,-18.496830497667265,-218.372089989278,27097000.0,725.0,-126.81722862655079,-126.81722862655079,2018-09-03,0.9444794511875418,156.76611500236493,156.76611500236493,1.367204851862069,2.9847724137931033,,G10,NewYork,NewYork,0-50,19,19,500.0,7.543859496526283,,,6.584530708215408,413.54797461392377,4.3531682480883935,-218.372089989278,1.2681722862655078,0.18496830497667266,2.18372089989278,1.2681722862655078,0.18496830497667266,2.18372089989278,-1.4255016315534164,-1.5676611500236493,0.18496830497667263,0.18496830497667263,,,2.18372089989278,2.18372089989278,0.0,0.0,1.2681722862655078,1.2681722862655078,,,0.9444928759482385,0.9444928759482385,0.9444903013306647,0.9445194799383035,-1.4255016315534164,-1.4255016315534164,-1.452764850482513,-1.1437945515702097,-0.10750538890658135,-0.038187761584040913,-0.0,-0.0,-0.0,0.0693173626131749,0.0693173626131749,-0.038187761584040913,0.03112986573516885,-1.737150590961356,-1.4922593667754391,0.0,-18.49683049765356,-0.0,0.18496830497653557,678874495478170000,TRADEFEEDR,TRADEFEEDR
9,m20180903-A02,AUDCAD,"['AUDCAD', 'AUDUSD', 'USDCAD']",AUD,46,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP1,737278.5025,18168047.029999997,15.507629718511614,1536004483000,0.9444226691249998,,1536004483000,0.9444226691249998,1536004496000,0.9444226691249998,1536004954000,0.9445422370000001,36067750.0,50000000.0,S,"OrderedDict([('AUD', -25186000.0), ('USD', 1870.8300000019372), ('CAD', 23786362.619103)])",0.9444279607362424,0.9444279607362424,,,,,25186000.0,-5.603011676352558,-5.603011676352558,-126.60419842633037,24814000.0,471.00000000000006,-65.65348063663154,-65.65348063663154,2018-09-03,0.9445661607837768,146.3106061514243,146.3106061514243,2.3144008955414006,4.594617834394904,,G10,NewYork,NewYork,0-50,19,20,500.0,7.543859496526283,,,6.569288617984897,421.8565521198796,3.5087053822316943,-126.60419842633037,0.6565348063663154,0.05603011676352559,1.2660419842633037,0.6565348063663154,0.05603011676352559,1.2660419842633037,-1.1809889135028229,-1.463106061514243,0.05603011676352558,0.05603011676352558,0.05603011676352558,0.05603011676352558,1.2660419842633037,1.2660419842633037,1.2660419842633037,1.2660419842633037,0.6565348063663156,0.6565348063663156,0.6565348063663156,0.6565348063663156,0.9445395098051869,0.9445395098051869,0.9445428557066343,0.9445247440313714,-1.1809889135028229,-1.1809889135028229,-1.2164082306886925,-1.0246771801447618,0.031128306230421288,0.06931399934906324,0.0,0.0,0.0,0.0,0.06931399934906324,0.2772559973940325,0.8500533047084424,-0.42710001119883323,1.0480388925149242,0.0,-5.603011676216001,-0.0,0.056030116762160014,678874495478170000,TRADEFEEDR,TRADEFEEDR
