TradeID,TradeQuantityUSD,Symbol,Side,Price,NumLPs,SecondBestPrice,BestBid,BestAsk,TotalVolume
Trade_00001,110534096.4985758,EURUSD,B,1.17668,8,1.176684094595569,1.175895459846626,1.176684094595569,110534096.4985758
Trade_00026,115561070.64691608,AUDUSD,S,0.7606,7,0.760595289375401,0.760595289375401,0.7621558596652155,115561070.64691608
Trade_00043,27978028.91216282,GBPUSD,S,1.38222,4,1.382086428833032,1.382086428833032,1.383050257548703,27978028.91216282
Trade_00044,148666379.07978407,GBPUSD,B,1.38289,7,1.383016129962604,1.381254924948485,1.383016129962604,148666379.07978407
Trade_00056,71197636.82203786,EURUSD,B,1.17814,4,1.178222238768661,1.177477015569731,1.178222238768661,71197636.82203786
Trade_00067,47710728.09235193,USDJPY,B,110.46938,6,110.483463055604,110.4087632762716,110.483463055604,47710728.09235193
Trade_00068,115172548.8482043,USDJPY,S,110.35938,4,110.3473677851891,110.3473677851891,110.4521559163503,115172548.8482043
Trade_00076,31145704.22653674,AUDUSD,B,0.7636400000000001,6,0.7636997738511001,0.7631149351549775,0.7636997738511001,31145704.22653674
Trade_00077,80249808.92313483,AUDUSD,B,0.7650300000000001,5,0.7651733279351959,0.7639161107527446,0.7651733279351959,80249808.92313483
Trade_00089,119802538.25369197,GBPUSD,S,1.38663,8,1.386628239048345,1.386628239048345,1.388334974551271,119802538.25369197
Trade_00098,136412022.32074782,EURUSD,B,1.1823,8,1.182474890166245,1.181329608880532,1.182474890166245,136412022.32074782
Trade_00112,51879980.659578,USDJPY,B,109.85116,8,109.8593939005345,109.7906640848971,109.8593939005345,51879980.659578
Trade_00139,26519844.47590232,GBPUSD,S,1.38264,5,1.382560603164544,1.382560603164544,1.38350915552578,26519844.47590232
Trade_00140,26043024.072419986,GBPUSD,S,1.3837,6,1.383526194626527,1.383526194626527,1.384416464072817,26043024.072419986
Trade_00141,121113252.17416987,GBPUSD,S,1.38212,6,1.381858776977465,1.381858776977465,1.383994498203457,121113252.17416987
Trade_00142,25783517.262974665,GBPUSD,S,1.38388,7,1.383810366448821,1.383810366448821,1.38456122459633,25783517.262974665
Trade_00149,64512634.7115176,EURUSD,S,1.1879,7,1.1878765792202,1.1878765792202,1.188419895327702,64512634.7115176
Trade_00150,24447740.449930225,EURUSD,B,1.18859,5,1.18860902850834,1.188333586041647,1.18860902850834,24447740.449930225
Trade_00162,55807603.88984345,USDJPY,S,109.8357,6,109.8344840881211,109.8344840881211,109.8841673817255,55807603.88984345
Trade_00175,97741196.87039056,AUDUSD,B,0.76319,5,0.7633684280165056,0.7619815797628529,0.7633684280165056,97741196.87039056
Trade_00176,16010533.700278025,AUDUSD,S,0.7617100000000001,7,0.7616987761067516,0.7616987761067516,0.7620742106455481,16010533.700278025
Trade_00186,263442142.52555743,GBPUSD,S,1.37588,7,1.375858325504803,1.375858325504803,1.379096886648651,263442142.52555743
Trade_00200,197887105.37409785,EURUSD,S,1.1866,4,1.186421392525038,1.186421392525038,1.188027623463347,197887105.37409785
Trade_00201,29260047.383869722,EURUSD,B,1.18908,4,1.189163120795128,1.188762736205811,1.189163120795128,29260047.383869722
Trade_00202,68960289.20768422,EURUSD,S,1.18937,8,1.18936438453299,1.18936438453299,1.189907958414491,68960289.20768422
Trade_00212,111222105.6479029,USDJPY,B,109.27979,6,109.2917136397167,109.1800601460553,109.2917136397167,111222105.6479029
Trade_00213,42388871.5042267,USDJPY,S,109.15154,8,109.1497322812589,109.1497322812589,109.1973293032972,42388871.5042267
Trade_00230,35030070.69160032,AUDUSD,S,0.7643300000000001,8,0.7643243093019153,0.7643243093019153,0.7649389185470535,35030070.69160032
Trade_00238,171811034.56492317,GBPUSD,B,1.37751,4,1.377745294965089,1.374527012904538,1.377745294965089,171811034.56492317
Trade_00239,52980867.972600736,GBPUSD,S,1.37589,8,1.375851264814948,1.375851264814948,1.376735728306582,52980867.972600736
Trade_00240,124184865.93077914,GBPUSD,S,1.37538,8,1.375368221421222,1.375368221421222,1.377163309460278,124184865.93077914
Trade_00251,72225516.21548133,EURUSD,B,1.1874,7,1.187494829641894,1.18686129668404,1.187494829641894,72225516.21548133
Trade_00252,73800056.40271118,EURUSD,S,1.18686,6,1.1868593117945,1.1868593117945,1.187473269140022,73800056.40271118
Trade_00253,129604844.83430165,EURUSD,B,1.18904,5,1.189058261322759,1.187791204120418,1.189058261322759,129604844.83430165
Trade_00254,102881392.7826431,EURUSD,B,1.18877,7,1.188891979810431,1.188011545572249,1.188891979810431,102881392.7826431
Trade_00264,227715750.830248,USDJPY,S,109.74833,7,109.7452917553352,109.7452917553352,109.9097817609757,227715750.830248
Trade_00265,135553510.976024,USDJPY,S,109.7698,8,109.7685535383882,109.7685535383882,109.8861538515057,135553510.976024
Trade_00266,110627819.923684,USDJPY,S,109.7986,7,109.7859996609113,109.7859996609113,109.8924654638482,110627819.923684
Trade_00279,18866475.97575718,AUDUSD,B,0.7627700000000001,8,0.7627720026973921,0.762388240392351,0.7627720026973921,18866475.97575718
Trade_00289,31267872.292077854,GBPUSD,B,1.372,8,1.372078611776544,1.371396764409167,1.372078611776544,31267872.292077854
Trade_00290,53973511.09795855,GBPUSD,S,1.37274,5,1.372612210742777,1.372612210742777,1.373819180284936,53973511.09795855
Trade_00297,73761796.88094102,EURUSD,S,1.19089,6,1.190883850745851,1.190883850745851,1.191515076110616,73761796.88094102
Trade_00298,21969804.490795963,EURUSD,S,1.19114,8,1.191139449575317,1.191139449575317,1.191395966170739,21969804.490795963
Trade_00299,48602234.41360922,EURUSD,B,1.19145,8,1.191468594722706,1.190986660819665,1.191468594722706,48602234.41360922
Trade_00300,129680558.21360561,EURUSD,S,1.19038,5,1.190305488097804,1.190305488097804,1.191516155152827,129680558.21360561
Trade_00309,55528754.31021675,USDJPY,S,109.33667,5,109.3338267523961,109.3338267523961,109.3981006639051,55528754.31021675
Trade_00310,169837680.5987209,USDJPY,B,109.34191,7,109.3617388871182,109.2102603105226,109.3617388871182,169837680.5987209
Trade_00311,111752709.1642842,USDJPY,S,109.23015,5,109.216666448023,109.216666448023,109.3208573517084,111752709.1642842
Trade_00312,115632740.536239,USDJPY,B,109.47453,8,109.4757830667233,109.3810129604301,109.4757830667233,115632740.536239
Trade_00322,115093158.81886595,AUDUSD,S,0.7621000000000001,6,0.7619516881139593,0.7619516881139593,0.7634916220412696,115093158.81886595
Trade_00334,29285105.372476593,GBPUSD,B,1.37797,7,1.378067284486211,1.377215663957121,1.378067284486211,29285105.372476593
Trade_00346,181754186.05806357,EURUSD,B,1.19306,5,1.193121037051074,1.191570644063463,1.193121037051074,181754186.05806357
Trade_00366,173471777.2829026,AUDUSD,S,0.76048,4,0.7604662121924686,0.7604662121924686,0.7622941014626394,173471777.2829026
Trade_00367,82674006.21704757,AUDUSD,B,0.7620500000000001,4,0.7621227108245954,0.7609415489345683,0.7621227108245954,82674006.21704757
Trade_00378,79778313.00081642,GBPUSD,B,1.37167,6,1.371755476728519,1.370275881513033,1.371755476728519,79778313.00081642
Trade_00379,85416539.08825071,GBPUSD,S,1.37116,5,1.371049893941938,1.371049893941938,1.372664377460763,85416539.08825071
Trade_00391,185179756.6884186,EURUSD,B,1.19698,7,1.197149797472784,1.195515652862303,1.197149797472784,185179756.6884186
Trade_00403,155291737.2202501,USDJPY,B,108.96152,6,108.969329126292,108.8328563195145,108.969329126292,155291737.2202501
Trade_00404,44117536.91383637,USDJPY,S,108.895,6,108.892481525624,108.892481525624,108.9435252687886,44117536.91383637
Trade_00405,20102491.15526676,USDJPY,S,108.93087,6,108.9301175520152,108.9301175520152,108.9619262323125,20102491.15526676
Trade_00414,188206921.3236909,AUDUSD,S,0.7678400000000001,5,0.7673113788714792,0.7673113788714792,0.7703551625853401,188206921.3236909
Trade_00431,54558007.297492,EURUSD,S,1.19714,4,1.197071354283648,1.197071354283648,1.19763850301417,54558007.297492
Trade_00444,119348308.5837215,USDJPY,B,108.80898,8,108.8145636468518,108.7136657690144,108.8145636468518,119348308.5837215
Trade_00445,20151918.5048528,USDJPY,S,108.75215,6,108.7501315767734,108.7501315767734,108.7839360327031,20151918.5048528
Trade_00446,44549980.28231785,USDJPY,B,108.83804,6,108.8460370750826,108.7832407360709,108.8460370750826,44549980.28231785
Trade_00447,196288713.7196958,USDJPY,S,108.68477,6,108.6485345391055,108.6485345391055,108.8333953075486,196288713.7196958
