LP,Symbol,Side,NumLPs,TradeQuantityUSD,MinPrice,MaxPrice,Price,Count,TotalVolume
LP_1,AUDUSD,B,"0:[4, 4]","0:[11661035, 44875267]",0.7619400000000001,0.78073,0.7729563934952545,10,278823236.59639066
LP_1,AUDUSD,B,"0:[4, 4]","1:[44875267, 78089500]",0.75073,0.7876200000000001,0.771278677325137,7,421741487.0458417
LP_1,AUDUSD,B,"0:[4, 4]","2:[78089500, 111303732]",0.77724,0.78029,0.7787475780630652,2,175056735.08913833
LP_1,AUDUSD,B,"0:[4, 4]","3:[111303732, 144517964]",0.7574000000000001,0.77468,0.7654775860746588,2,250216100.13380033
LP_1,AUDUSD,B,"0:[4, 4]","4:[144517964, 177732197]",0.77617,0.7805000000000001,0.7782529094766414,2,317034504.62559557
LP_1,AUDUSD,B,"0:[4, 4]","5:[177732197, 210946429]",0.7743300000000001,0.7743300000000001,0.7743300000000002,1,179318685.3766107
LP_1,AUDUSD,B,"2:[5, 5]","0:[11661035, 44875267]",0.7508300000000001,0.78439,0.7720807733905841,9,288089082.80153465
LP_1,AUDUSD,B,"2:[5, 5]","1:[44875267, 78089500]",0.7733300000000001,0.77492,0.7741421508587565,2,92876966.81075974
LP_1,AUDUSD,B,"2:[5, 5]","2:[78089500, 111303732]",0.76319,0.76319,0.76319,1,97741196.87039056
LP_1,AUDUSD,B,"2:[5, 5]","3:[111303732, 144517964]",0.7761,0.77685,0.7764849451011965,2,238021321.16923165
LP_1,AUDUSD,B,"2:[5, 5]","4:[144517964, 177732197]",0.77839,0.77839,0.77839,1,157043378.37811673
LP_1,AUDUSD,B,"5:[6, 6]","0:[11661035, 44875267]",0.7480000000000001,0.7786000000000001,0.770037963398835,5,138610230.86203682
LP_1,AUDUSD,B,"5:[6, 6]","1:[44875267, 78089500]",0.74958,0.778,0.7702659543763721,7,446928939.8119768
LP_1,AUDUSD,B,"5:[6, 6]","2:[78089500, 111303732]",0.7528300000000001,0.7833000000000001,0.7707789967822753,5,452533133.6766779
LP_1,AUDUSD,B,"7:[7, 7]","0:[11661035, 44875267]",0.7500100000000001,0.7768100000000001,0.7665039235768241,10,279700712.4837518
LP_1,AUDUSD,B,"7:[7, 7]","1:[44875267, 78089500]",0.7514500000000001,0.78102,0.7634515402422816,5,355328937.84454256
LP_1,AUDUSD,B,"7:[7, 7]","2:[78089500, 111303732]",0.75797,0.7779200000000001,0.7700775523105865,5,439897229.895211
LP_1,AUDUSD,B,"7:[7, 7]","3:[111303732, 144517964]",0.7590100000000001,0.7761300000000001,0.7684973350191526,4,483366358.98046756
LP_1,AUDUSD,B,"9:[8, 8]","0:[11661035, 44875267]",0.7724200000000001,0.7812300000000001,0.7745864569374218,7,235180840.198251
LP_1,AUDUSD,B,"9:[8, 8]","1:[44875267, 78089500]",0.75124,0.7792000000000001,0.770565993396411,8,553717611.0669727
LP_1,AUDUSD,B,"9:[8, 8]","2:[78089500, 111303732]",0.75999,0.7700800000000001,0.7656061091724313,2,192936291.24460867
LP_1,AUDUSD,B,"9:[8, 8]","4:[144517964, 177732197]",0.7735700000000001,0.7735700000000001,0.7735700000000001,1,153876286.95717397
LP_1,EURUSD,B,"0:[4, 4]","0:[11661035, 44875267]",1.18678,1.21281,1.1940781278185957,3,84700465.80270097
LP_1,EURUSD,B,"0:[4, 4]","1:[44875267, 78089500]",1.17814,1.21877,1.1999377735414278,4,249268066.79439998
LP_1,EURUSD,B,"0:[4, 4]","3:[111303732, 144517964]",1.19288,1.22578,1.2103190929457754,3,406927756.91341114
LP_1,EURUSD,B,"0:[4, 4]","4:[144517964, 177732197]",1.19056,1.21278,1.2022339744567105,2,333173499.4207054
LP_1,EURUSD,B,"0:[4, 4]","6:[210946429, 244160661]",1.22107,1.22107,1.22107,1,225266970.93292257
LP_1,EURUSD,B,"2:[5, 5]","0:[11661035, 44875267]",1.18859,1.21547,1.200314868402457,3,76776384.22442456
LP_1,EURUSD,B,"2:[5, 5]","1:[44875267, 78089500]",1.20284,1.21463,1.2099340137708783,3,183459837.10861626
LP_1,EURUSD,B,"2:[5, 5]","2:[78089500, 111303732]",1.20105,1.20105,1.20105,1,106908392.52279693
LP_1,EURUSD,B,"2:[5, 5]","3:[111303732, 144517964]",1.21738,1.22001,1.2186706563507932,2,254769949.1351202
LP_1,EURUSD,B,"2:[5, 5]","4:[144517964, 177732197]",1.22133,1.22133,1.22133,1,174011265.69886297
LP_1,EURUSD,B,"2:[5, 5]","5:[177732197, 210946429]",1.20335,1.21786,1.2105005312209522,2,415765820.9164216
LP_1,EURUSD,B,"2:[5, 5]","6:[210946429, 244160661]",1.20658,1.22035,1.2138369522540828,2,452790694.58366376
LP_1,EURUSD,B,"5:[6, 6]","0:[11661035, 44875267]",1.19377,1.21205,1.203878438032101,2,47616610.05945714
LP_1,EURUSD,B,"5:[6, 6]","1:[44875267, 78089500]",1.18138,1.21972,1.1974665310110875,4,249419179.50970715
LP_1,EURUSD,B,"5:[6, 6]","2:[78089500, 111303732]",1.20383,1.22051,1.2119536141650913,2,190077617.9230568
LP_1,EURUSD,B,"5:[6, 6]","3:[111303732, 144517964]",1.18988,1.22293,1.2018760361451266,6,801255528.6902709
LP_1,EURUSD,B,"5:[6, 6]","5:[177732197, 210946429]",1.20384,1.20384,1.20384,1,204422725.56124023
LP_1,EURUSD,B,"5:[6, 6]","6:[210946429, 244160661]",1.22,1.22,1.22,1,235229678.71702605
LP_1,EURUSD,B,"7:[7, 7]","0:[11661035, 44875267]",1.20307,1.20752,1.2053032478251264,2,54222330.73895876
LP_1,EURUSD,B,"7:[7, 7]","1:[44875267, 78089500]",1.17618,1.2261,1.204723774953519,9,569710425.3594384
LP_1,EURUSD,B,"7:[7, 7]","2:[78089500, 111303732]",1.18877,1.19535,1.192066890370923,2,206194626.73871553
LP_1,EURUSD,B,"7:[7, 7]","3:[111303732, 144517964]",1.18574,1.22243,1.1988455590844838,4,485488738.17376876
LP_1,EURUSD,B,"7:[7, 7]","4:[144517964, 177732197]",1.20558,1.21444,1.2099121437188691,2,309211396.9356955
LP_1,EURUSD,B,"7:[7, 7]","5:[177732197, 210946429]",1.19459,1.22216,1.2044805515431367,3,572654900.7779202
LP_1,EURUSD,B,"7:[7, 7]","8:[277374894, 310589126]",1.19487,1.19487,1.19487,1,285935708.0468146
LP_1,EURUSD,B,"9:[8, 8]","0:[11661035, 44875267]",1.1871,1.22152,1.211039451568909,7,151083774.32097203
LP_1,EURUSD,B,"9:[8, 8]","1:[44875267, 78089500]",1.18764,1.22421,1.202394493668769,4,260960636.00384164
LP_1,EURUSD,B,"9:[8, 8]","3:[111303732, 144517964]",1.19771,1.22162,1.2089753604850726,2,267421013.16967952
LP_1,EURUSD,B,"9:[8, 8]","5:[177732197, 210946429]",1.21773,1.21773,1.21773,1,201052108.82030523
LP_1,EURUSD,B,"9:[8, 8]","8:[277374894, 310589126]",1.20871,1.21653,1.2125222843066383,2,582691830.7207273
LP_1,GBPUSD,B,"0:[4, 4]","0:[11661035, 44875267]",1.38901,1.4154,1.4007389987486847,6,149166207.82433465
LP_1,GBPUSD,B,"0:[4, 4]","1:[44875267, 78089500]",1.374,1.4142,1.3938617911177855,4,263525343.7314363
LP_1,GBPUSD,B,"0:[4, 4]","2:[78089500, 111303732]",1.38874,1.42093,1.4022641388687038,4,356308801.1708358
LP_1,GBPUSD,B,"0:[4, 4]","3:[111303732, 144517964]",1.38388,1.41951,1.3940531982566393,5,629508609.2277077
LP_1,GBPUSD,B,"0:[4, 4]","4:[144517964, 177732197]",1.37751,1.41882,1.4011633719207133,6,975333884.9179705
LP_1,GBPUSD,B,"0:[4, 4]","8:[277374894, 310589126]",1.41292,1.41908,1.4159256704447032,2,604454924.453262
LP_1,GBPUSD,B,"2:[5, 5]","0:[11661035, 44875267]",1.37863,1.40345,1.3897188510637006,2,57346073.68599403
LP_1,GBPUSD,B,"2:[5, 5]","1:[44875267, 78089500]",1.40786,1.40786,1.40786,1,76034863.13843867
LP_1,GBPUSD,B,"2:[5, 5]","2:[78089500, 111303732]",1.38125,1.3894,1.3847606074406673,2,194576715.66638982
LP_1,GBPUSD,B,"2:[5, 5]","3:[111303732, 144517964]",1.38862,1.41292,1.3994088593150233,5,615761745.45674
LP_1,GBPUSD,B,"2:[5, 5]","4:[144517964, 177732197]",1.39325,1.42108,1.4090006143565565,3,487794230.88545275
LP_1,GBPUSD,B,"2:[5, 5]","5:[177732197, 210946429]",1.40055,1.40055,1.40055,1,198435315.00455692
LP_1,GBPUSD,B,"2:[5, 5]","7:[244160661, 277374894]",1.38089,1.41081,1.3961461545589926,2,536447971.6166994
LP_1,GBPUSD,B,"2:[5, 5]","8:[277374894, 310589126]",1.387,1.39436,1.3907862355159808,2,584740289.772168
LP_1,GBPUSD,B,"2:[5, 5]","9:[310589126, 343803358]",1.3857,1.3857,1.3857,1,343803358.16161704
LP_1,GBPUSD,B,"5:[6, 6]","0:[11661035, 44875267]",1.37481,1.41523,1.3969722904985562,5,135895600.97073993
LP_1,GBPUSD,B,"5:[6, 6]","1:[44875267, 78089500]",1.38994,1.41649,1.4047827954089602,3,184354650.76513702
LP_1,GBPUSD,B,"5:[6, 6]","2:[78089500, 111303732]",1.37167,1.39316,1.3861375210248081,3,272960940.2828543
LP_1,GBPUSD,B,"5:[6, 6]","3:[111303732, 144517964]",1.41462,1.42116,1.4170645857510122,3,405796521.38947046
LP_1,GBPUSD,B,"5:[6, 6]","4:[144517964, 177732197]",1.41329,1.42216,1.417633206060126,2,295273042.5280689
LP_1,GBPUSD,B,"5:[6, 6]","7:[244160661, 277374894]",1.39893,1.39893,1.39893,1,246727046.36764106
LP_1,GBPUSD,B,"7:[7, 7]","0:[11661035, 44875267]",1.37249,1.42148,1.4045022988770945,3,70059557.91278285
LP_1,GBPUSD,B,"7:[7, 7]","2:[78089500, 111303732]",1.39422,1.4154,1.404762889161619,2,166641706.2870222
LP_1,GBPUSD,B,"7:[7, 7]","3:[111303732, 144517964]",1.38446,1.41152,1.3964793676966076,5,666259492.0204015
LP_1,GBPUSD,B,"7:[7, 7]","4:[144517964, 177732197]",1.41219,1.41219,1.41219,1,171353547.07593474
LP_1,GBPUSD,B,"7:[7, 7]","6:[210946429, 244160661]",1.40582,1.40582,1.40582,1,220154591.85112235
LP_1,GBPUSD,B,"7:[7, 7]","8:[277374894, 310589126]",1.41136,1.41136,1.41136,1,294675686.1856835
LP_1,GBPUSD,B,"9:[8, 8]","0:[11661035, 44875267]",1.41561,1.42403,1.418408193090983,4,112459319.25124694
LP_1,GBPUSD,B,"9:[8, 8]","1:[44875267, 78089500]",1.39365,1.40836,1.3998117979605933,2,127415766.32542816
LP_1,GBPUSD,B,"9:[8, 8]","2:[78089500, 111303732]",1.37338,1.37338,1.37338,1,84105399.22756113
LP_1,GBPUSD,B,"9:[8, 8]","3:[111303732, 144517964]",1.37719,1.42013,1.3982236156087104,6,785690646.5836664
LP_1,GBPUSD,B,"9:[8, 8]","7:[244160661, 277374894]",1.41992,1.41992,1.4199200000000003,1,246388396.86386025
LP_1,GBPUSD,B,"9:[8, 8]","8:[277374894, 310589126]",1.39235,1.39235,1.39235,1,307565277.5478456
LP_1,USDJPY,B,"0:[4, 4]","0:[11661035, 44875267]",109.96025,109.96025,109.96025,1,15051009.36861709
LP_1,USDJPY,B,"0:[4, 4]","1:[44875267, 78089500]",107.74385,110.6201,109.43383113148064,5,280137095.2045545
LP_1,USDJPY,B,"0:[4, 4]","2:[78089500, 111303732]",108.15706,110.79177,109.06278746336146,3,290799652.55223215
LP_1,USDJPY,B,"0:[4, 4]","3:[111303732, 144517964]",108.99732,109.60376,109.2775854835676,2,256308414.64153498
LP_1,USDJPY,B,"0:[4, 4]","4:[144517964, 177732197]",109.48185,110.12072,109.80903659046119,2,339311789.47677827
LP_1,USDJPY,B,"2:[5, 5]","0:[11661035, 44875267]",108.43769,110.73368,109.41855303155131,5,136119394.7296124
LP_1,USDJPY,B,"2:[5, 5]","1:[44875267, 78089500]",108.15541,110.8195,109.47135848120664,4,207253872.18990362
LP_1,USDJPY,B,"2:[5, 5]","2:[78089500, 111303732]",108.06833,109.39183,108.90307149267093,3,313682563.2071122
LP_1,USDJPY,B,"2:[5, 5]","3:[111303732, 144517964]",108.52136,108.52136,108.52136,1,114360951.2597322
LP_1,USDJPY,B,"5:[6, 6]","0:[11661035, 44875267]",108.88899,111.0871,109.89349941573013,8,226379605.07767275
LP_1,USDJPY,B,"5:[6, 6]","1:[44875267, 78089500]",108.81261,110.56438,109.81573640485226,6,307849983.0444343
LP_1,USDJPY,B,"5:[6, 6]","2:[78089500, 111303732]",110.49269,110.49269,110.49269,1,100148223.4685682
LP_1,USDJPY,B,"5:[6, 6]","3:[111303732, 144517964]",108.77624,110.88282,109.88023200609362,4,494852761.26652014
LP_1,USDJPY,B,"5:[6, 6]","6:[210946429, 244160661]",109.35156,109.35156,109.35156,1,233158470.6669673
LP_1,USDJPY,B,"7:[7, 7]","0:[11661035, 44875267]",107.91098,109.7152,109.08898636641932,7,248597254.8404243
LP_1,USDJPY,B,"7:[7, 7]","1:[44875267, 78089500]",108.25768,109.79579,108.8528313210556,4,216468542.34277272
LP_1,USDJPY,B,"7:[7, 7]","2:[78089500, 111303732]",107.90999,110.23035,109.31701679175879,6,553787958.6336203
LP_1,USDJPY,B,"7:[7, 7]","4:[144517964, 177732197]",110.23092,110.23092,110.23092,1,167783191.1772955
LP_1,USDJPY,B,"9:[8, 8]","0:[11661035, 44875267]",108.57421,110.13009,109.38661846381407,4,83667089.024093
LP_1,USDJPY,B,"9:[8, 8]","2:[78089500, 111303732]",108.80692,110.59355,109.78656239945043,5,459276162.28582335
LP_1,USDJPY,B,"9:[8, 8]","3:[111303732, 144517964]",107.89028,107.89028,107.89028,1,121217044.0587215
LP_1,USDJPY,B,"9:[8, 8]","4:[144517964, 177732197]",108.70966,109.76142,109.13268376473856,3,499355581.3271087
LP_1,USDJPY,B,"9:[8, 8]","6:[210946429, 244160661]",108.15986,109.57911,108.89156785357048,2,464867405.0811678
LP_2,AUDUSD,B,"0:[4, 4]","0:[11661035, 44875267]",0.7512700000000001,0.7772600000000001,0.7689350752448199,6,149296338.18192685
LP_2,AUDUSD,B,"0:[4, 4]","2:[78089500, 111303732]",0.76141,0.7747200000000001,0.7691691488006196,4,376874574.1537306
LP_2,AUDUSD,B,"0:[4, 4]","3:[111303732, 144517964]",0.7528900000000001,0.7736700000000001,0.7623259874149004,2,257828516.0979333
LP_2,AUDUSD,B,"2:[5, 5]","0:[11661035, 44875267]",0.74997,0.7875800000000001,0.765741132242744,12,298048621.6457926
LP_2,AUDUSD,B,"2:[5, 5]","1:[44875267, 78089500]",0.7556600000000001,0.7766200000000001,0.7632180509915025,3,172859907.7324269
LP_2,AUDUSD,B,"2:[5, 5]","2:[78089500, 111303732]",0.76195,0.7786000000000001,0.7701864757789694,4,334180627.5970669
